date,host,precision,variant,num_cols,num_threads,nproma,num_runs,runtime_mean,runtime_stddev,mflops_mean,mflops_stddev
20240108,daint,double,nl-loki-scc-hoist,65536,1,64,50,20.0,0.0,126534.4,274.28065471523945
20240108,daint,single_,nl-loki-scc-hoist,65536,1,64,50,15.0,0.0,170954.82,241.2615390071149
