date,host,precision,variant,num_cols,num_runs,num_threads,stencils
20231222,mel2162,double,dace:gpu,65536,50,1,19.706082572229207
20231222,mel2162,single,dace:gpu,65536,50,1,10.494951845612377
20231222,mel2162,single,gt:cpu_kfirst,65536,50,64,128.93111448269337
20231222,mel2162,double,gt:cpu_kfirst,65536,50,64,203.01241668406874
20231222,mel2162,double,gt:cpu_kfirst,65536,50,64,200.2792037348263
20231222,mel2162,double,gt:cpu_kfirst,65536,50,16,592.5071834214032
20231222,mel2162,single,gt:cpu_kfirst,65536,50,16,493.77306235721335
